7068,1,,Tragedy as three teenagers killed in crash #Atherstone,
7069,1,,20 westbound at MA Pike 2 car crash no injuries expect delays in area ,
7070,1,,APD on scene of multi-car crash. Lower deck SB IH35 shutdown at split. Avoid area. Expect delays. NOI. WC1 #atxtraffic,
7071,1,,so he risk his life to save someone from a crash and yall couldn't wait to call him an Ex-con like he doesnt have a\u2026,
7072,0,,Car finance boom is 'unlikely to crash the industry' despite Bank of England worries,
7073,1,,Bootle car crash: Skye Olivia Mitchell's family pays tribute ,
7074,1,,"Books of condolence will be opened in Millom today, following the deaths of two young women who were killed in a car crash",
7075,0,,This the kind of pic that makes a nigga crash his car ,
7076,1,,"Brave hero takes shirt off his back to save, comfort victim of burning car crash sensationalism without labeling",
7077,1,,"63 years ago today, Wallace ""Wally"" Campbell passed away from injuries suffered in a Sprint Car crash during practi",
7078,0,,imagine saving another human-being from a car crash only to be referred to as ,
7079,0,,fucking curly about to crash the car tryin to peel her banana,
7080,1,,"Thomas, story of the day. Little guy with great heart. One day after his sister died in a car crash",
7081,1,,"I fixed the title Aaron Tucker skips job interview, takes shirt off his back to save car crash victim",
7082,1,,Watch a car crash spark a spectacular electrical fire ,
7083,0,,"car crash states \""Brexit means Brexit\""",
7084,0,,Car crash interview from @theresa_may on #marrshow,
7085,1,,"Man just released from jail skips his job interview, jumps off bus to rescue car crash victim",
7086,1,,Driver survives crash that caused car to teeter on freeway overpass:,
7087,1,,Yonkers Police Pull 3 People From Water Following Car Crash,
7088,1,,"Ex-con skips job interview, takes shirt off his back to save car crash victim ",
7089,1,,"Man skips job interview, takes shirt off his back to save car crash victim ",
7090,1,,INCREDIBLE PHOTOS: A crash left a car teetering on the edge of a freeway overpass,
7091,1,,Dash cam captures shocking crash between car and cyclist #TheMorningRush,
7092,1,,Fatal crash has traffic a mess in the area. Please avoid.,
7093,1,,America's Got Talent honored a rising star who was killed last month in a car crash,
7094,1,,Stunning crash between a cyclist &amp; car has been caught on dash cam video. Ottawa Police say cyclist could be charged ,
7095,1,,Rte 85 Hebron between the Airline Trail &amp; Maple Ave closed for seriously s injury car vs motorcycle crash.,
7096,1,,"DEVELOPING: WSP - Crash on I-405 at 85th is fatal. Victim \""fell\"" from car on hwy. Car recovered in Kirkland. Lookin",
7097,0,," the music playlists I make for ppl are fire, I'll have you feeling like you can conquer the world then make u wanna crash",
7098,0,,Everybody go donate to @SoaR_Days got in a bad crash,
7099,1,,"Update: Chase began as suspected stolen car. @Austin_Police tried to pull over, car took off. After crash 1 person ran,2 ",
7100,0,,Sophia McDonald death: Coventry crash was accident - BBC News #Coventry ,
7101,1,,"School pays tribute to girls, 18, killed in horror car",
7102,0,,"Crash one car, buy another and go to get insurance yet get refused because of a pre-existing ",
7103,1,,Middletown man killed in two-car crash in town of Wallkill ,
7104,1,,One dead and eight injured in horrific four-car crash in Queens after a car drives through barrier,
7105,1,,Trapped person rescued after two-car crash near Dunchurch,
7106,1,,Family Dog Found Alive Six Days After Car Crash,
7107,1,,"RT @DanMcWGME: At 10 - a teen survives crash that nearly slices his car in half. Plus, @AdamWGME says we'll stay sticky tomorrow. Humid",
7108,0,," Bored of Labour MPs talking about Brexit car crash when they voted for it. And no matter what you dream, ANY DEAL",
7109,1,,A crash just before the 52 Connector is slowing traffic down. Drive safe!,
7110,0,,Hard bump!\n#car #crash #wtf #dashcam #offthechart #unreal #police #bmw #accident #lamborghini #follow4follow,
7111,0,,"Booooy run inna my gun and dead, yes him crash like motorvehicle accident.",
7112,0,,RT @DestroyingClips: Car crash at 120mph ,
7113,1,,"At least two people injured in a crash on MS Highway 302 near U.S. 72 in Marshall County, MS overnight.",
7114,0,,"Besides the fact that I almost died in a car crash today, today was fun",
7115,0,,How many times are we going to allow vehicles to crash into stuff before we get real about road diets,
7116,1,,Annandale-CRASH-Car into pole. One lane gets by-VA-236  Little River Turnpike WB at Old Columbia Pike,
7117,1,,Video footage shows Venus Williams had green light in fatal car crash,
7118,0,,Yet there was a car crash a day before!,
7119,0,,"#Brexit is like a very slow moving car crash; you know it's going to happen, but you can't do anything to stop it.",
7120,1,,Venus Williams Sued by Estate of Florida Man Who Died in Car Crash #venuswilliams #crash,
7121,0,,The #conservative #GeneralElection campaign was a car crash - something needs to change within party,
7122,1,,NEWS UPDATE: Wyandot motorcycle crash reported - UPPER SANDUSKY \u2014 A motorcyclist was injured in an accident at ,
7123,0,,She was the car crash I walked away from...,
7124,1,,"Man skips job interview, jumps off bus to rescue car crash victim",
7125,1,,No one hurt after crash leaves car teetering on a New Jersey highway overpass:,
7126,1,,Update: Good news everyone. Nearly a week after she disappeared following a car crash that injured her owners Dais,
7127,1,,#UPDATE Rt. 2 WB temporarily CLOSED for 2-car #Crash in #Colchester @NBCConnecticut #NBCCT,
7128,0,,"I can watch this car crash over and over. A poor sixth Form debater, owned by @afneil",
7129,1,,"Man skips job interview, jumps off bus to rescue car crash victim",
7130,1,, Car and motorcycle crash near Norwood - police appeal,
7131,1,,Emotional tribute to teenage beauty queen killed in Cumbria car crash,
7132,0,,I was waiting for the car to crash.,
7133,0,,No more chemo 'just radio' feeling akin to narrowly avoiding being in major car crash.No joy.Just relief.Still on the\u2026,
7134,1,,Four vehicle crash at Hey 6 and Chippewa Rd. Same spot as an accident Friday. Hey 6 closed in both directions,
7135,0,,Natalie Bennett of the Green Party car crash interview on LBC:,
7136,0,,"Witnessed a car crash in front of our face and instead of pulling over Adonay says \""I'm dipping \"" and takes off",
7137,1,,Two car crash sends three away on stretchers. Gage &amp; Niles shut down. @23ABCNews,
7138,1,,Police say 1 person was killed in a crash on 54th Terrace &amp; Noland in #KCMO when they tried passing another car.,
7139,1,,Why is Uncle Sam our uncle? Did America's parents die in a car crash? Are we Batman? I'd like that.,
7140,0,,I was paralyzed from the chest down in a car crash and keep getting more movement back when the ,
7141,1,,"1 injured in hit-and-run crash in Cornelius, driver in custody",
7142,1,,"Ex-con skips job interview, takes shirt off his back to save car crash victim",
7143,1,,"Man skips job interview, jumps off bus to rescue car crash victim",
7144,1,,Motorcycle and car crash near Araby&amp;E.Palm Canyon.Motorcyclist transported to hospital with severe injuries.Cheroke,
7145,1,,2 car crash near Ramon Rd &amp; Compadre Rd. in #PS. Expect delays. ,
7146,0,,New car technology is making it harder for firefighters to get you out of your car after a crash.,
7147,1,,"Man skips job interview, jumps off bus to rescue car crash victim ",
7148,1,,Troup woman killed in crash into rail car,
7149,1,,Wow! Driver Uninjured In Crash That Caused Car To Teeter On Freeway Overpass,
7150,1,,Two adults and two children were involved in the two car crash. One child is in serious condition.,
7151,1,,Brush Fire Sparked After Car Crash Near 118 Freeway in Simi Valley,
7152,1,,Fiery 3-car crash in Pleasant Hill injures two people,
7153,0,,Technology that aims to prevent the car text crash,
7154,1,,update: Bus and car involved in crash on Cray Road by Watery Lane around 9pm tonight. ,
7155,1,,Bad looking crash at Morehead and Freedom Dr. tonight. This car hit the patio furniture outside of Dunkin Donuts.,
7156,1,,#LACoFD #CHP 5000 Block of Angeles Vista Blvd #ViewPark Multiple Car Crash w Person(s) Trapped,
7157,1,,LIVE: Car crash victims were just teens,
7158,1,,"2 killed in crash, police say the damage was so bad couldn't make out what type of car it was, or # of people inside",
7159,0,,The fall-out between ex-Chief Superintendent Mike Cloherty and Jack Beecham centred on a minor car crash in may 2010,
7160,1,,The hwy remains closed due to a fatal crash. Avoid Braidwood Rd and use Princes Hwy and Kings Hwy instead\,
7161,1,,2 car crash near Ramon Rd &amp; Compadre Rd. in #PS. Expect delays,
7162,1,,coach Cody Bowers died in a car crash in 2007. He's being remembered by a young girl he never met,
7163,1,," Murfreesboro, TN: 100's of students and parents attending vigil for 2 Blackman HS students that died in a car crash",
7164,1,,Aghans raise funds to bury back home #refugees who were killed in a car crash in #Bulgaria. Ten died in the accident,
7165,0,,A6 crash reported to police watchdog,
7166,1,,HELP MY MANS WITH CAR CRASH EXPENSES! DONATE HERE,
7167,1,,"AARON TUCKER skips job interview, takes shirt off his back to save car crash victim",
7168,1,,So there was a car crash right in front of my house. What do I hear this girl say So nobody's dead? Boring ass ,
7169,1,,Search for suspect in SW Austin chase &amp;crash ended.Police say chase started after car came back stolen- 2 sent to h\u2026,
7170,0,,"Car crash, slip, or fall? #floridaverificationquestions",
7171,0,,"Let's add \""Tory in-fighting\"" to the Brexit car crash thread, (getting quite long now",
7172,1,,New video footage shows Venus Williams had green light in fatal car crash ,
7173,1,,Family dog found alive six days after car crash.,
7174,1,,UPDATE - A multi-car crash on #BCHwy91 southbound at 72nd Ave in the left lanes. Crews blocking the,
7175,1,,NYPD Highway Patrol at one Hell of a crash on the Grand Central Parkway.,
7176,1,,"1 dead, 8 injured in 4-car crash in Queens ",
7177,1,,"Heroic Officer Saves Car Occupants, Bodycam: Train Drags Pinned SUV After Crash ",
7178,0,,That time some idiot steals your artwork adds it to their Photoshop car crash to promote their moronic video,
7179,1,,"Family dog, Daisy Mae found after Plano car crash",
7180,1,,BREAKING: Fatal crash involving a dump truck and car on Boughton Hill Road in Mendon. News 8 has a crew on scene.,
7181,1,,"Multi-car crash at a yard sale in Freedom, NY",
7182,0,,A car crash with no airbags involved,
7183,1,,"My dude @SoaR_Days got in a crazy car crash, go help the man out",
7184,1,,"When a car chase ends in a crash, officers must react quickly.\n#LivePD is back Friday &amp; Saturday at 9PM",
7185,0,,Crash for cash' bid caught on dash-cam,
7186,0,,If I die in a car crash bc one of you morons were putting a song or a dumb caption on your sc story so help me God I'ma ,
7187,0,,Retweeted IG: DHRTV (@raggakaas):\n\nRDX - Bang!!! \u25b6Car Crash Riddim @RDXmusic #Dancehall,
7188,0,,"COPYCAT CAME ON IN THE CAR AND I SCREAMED, I almost caused a car crash but its ok tho cause your music give",
7189,1,,"When ur momma died from Alzheimer's, your sister died in plane crash &amp; husband in a car accident but you still alive",
7190,1,,Russian baby thrown from car crash eludes death,
7191,1,,One dead and eight injured in horrific four-car crash,
7192,1,,ACCIDENT: spoke too soon....crash is blocking shoulder in Argo on I-59 SB. #RealTimeTraffic42,
7193,1,,Guys come watch the mans @xParttyy he's streaming for days and all donations go towards days bad car crash,
7194,1,,Reggae Singer Sophia Brown in Baltimore car crash yesterday - Jamaica Gleaner,
7195,1,,"Man skips job interview, jumps off bus to rescue car crash victim",
7196,1,,BREAKING Beauty queen and teen friend killed in horror car crash with van,
7197,0,,"Looool. This is a bigger car crash than, well...",
7198,1,,"School pays tribute to girls, 18, killed in Cumbria car crash",
7199,0,,"Fake News Of Rowan Atkinson Dying In Car Crash Goes Viral, Clicking On Link Can Trigger #virus €",
7200,1,,Fiery crash involving a semi now a confirmed fatal accident- Tri-State Tollway NB near 111th St,
7201,1,,Three-car crash on A442 near Telford. Pic: @TelfordPatrol ,
7202,0,,I can't believe how inside Conors' head Mayweather is though.. This has been a total car crash and I,
7203,1,,"Theyab Awana scored this memorable penalty kick. Two months later, he died in a car crash.",
7204,1,,The #A27 at Broadwater #Worthing is closed w bound at its jct with Gainsborough Ave after a five car crash at 5.43a,
7205,1,,Teenage boy in critical condition after crash between police car and moped in south London,
7206,1,,Teenage boy in critical condition after crash between police car and moped in south London,
7207,0,,Be dead funny seeing @KTHopkins body all mangled up in a car crash.,
7208,1,,A former prisoner who missed his job interview to save saved a car-crash victim is inundated with job offers,
7209,1,,The job offers are pouring in for a former prisoner who saved a car-crash victim by missing his interview:,
7210,1,,Three teenagers killed in horror car crash ,
7211,1,,This boy was in a car crash I can't operate,
7212,1,,Biker seriously hurt in crash with parked car,
7213,1,,Helped nearby drivers by reporting a car crash on A500 (N) on @waze - Drive Social,
7214,1,,Biker seriously hurt in crash with ambulance carrying road accident victim - Stornoway Gazette,
7215,0,,"Women are more likely to get in a car accident on a weekday, men more likely to crash on the weekend.",
7216,0,,Bae is as subtle as a car crash and I love her for it. \n(Also David's face) ,
7217,0,,I like the Lorde song where she excitedly talks about getting in a car crash,
7218,1,,Annandale: Little River Tpke at Old Columbia Pike: All EB lanes closed due to crash with power lines down. Pls use,
7219,1,,Expect delays heading north on I-95 in @HanoverVa due to crash blocking left lane near @TownofAshland. #Vatraffic,
7220,1,,I-195 EB at Exit 2 (Rte 136). One-car crash with injuries in the travel lanes. Expect delays.,
7221,1,,"Man skips job interview, jumps off bus to rescue car crash victim",
7222,1,,Traffic now getting by on the right shoulder following 4 car crash- Ike OB near St Charles Rd,
7223,1,,#Justice4Serena Remembering American Journalist Killed In Car Crash In Turkey After Entering Erdogan,
7224,1,,A vigil will be held Sunday evening for the Blackman High School students involved in a fatal crash in Murfreesboro,
7225,1,,"Man skips job interview, jumps off bus to rescue car crash victim",
7226,1,,"Police search for car involved in fatal hit, run crash in High Point",
7227,1,,Fatal crash in Mendon Honeyoe Falls on Boughton Hill Rd. Car vs. dump truck. No other details yet from authorities,
7228,1,,Teenager in critical condition after crash with police car and moped,
7229,0,,shii like this make me finna crash my car,
7230,1,,"Hey, I survived a car crash :D",
7231,1,,Drunk driving Car crash #hype #showmelove,
7232,1,,"Hero skips job interview, takes shirt off his back to save car crash victim.",
7233,0,,Just found out @SoaR_Days got in a crash. He needs $ help for repairs. Please help!,
7234,0,,Pogo Car Crash Control #Venette #plaisanteriefestival 15\/07\/17,
7235,0,,"got in a pretty serious crash on his way home. He needs $ to help for repairs, help if you can!",
7236,1,,"School's tribute to girls, 18, killed in Cumbria car crash",
7237,0,,OK THE YEO JINGOO CAR CRASH SCENE IS EXACTLY THE SAME AS CIRCLE IM CRYING,
7238,0,,2 rts and ill get in the car and drive to cleveland to crash the apmas and throw vic fuentes at tyler joseph,
7239,1,,"Acompa\u00f1aba a Pilar Ruiz,Juan Carlos Cortes Solari y 2  Corrupt ex-Miami Beach official killed in violent car crash",
7240,1,,"The drunk driver who caused a fatal 4-car crash on the Grand Central Parkway was arrested and charged, cops say\u2026",
7241,0,,New Indy Lights car design altered following Billy Monger's British F4 crash,
7242,0,,Torture: reading about Brexit is like experiencing a car crash in very slow motion where we get impaled on the steering column\u2026,
7243,0,,Best car crash I've seen this week,
7244,1,,Major Crimes detectives w\/Spokane PD are investigating a 3 car crash at Sprague &amp; Division. We've learned an infant\u2026,
7245,1,,"BREAKING: @DaneSheriff deputies investigating a fatal car v. ATV crash on Hwys 92&amp;A, in the Town of Primrose, Lt. Joe Sampson\u2026",
7246,0,,"went for a walk, found a lost dog that almost caused a car crash, managed to find the dog's owner in the end. it's\u2026",
7247,1,,If you're heading to Ventura go through the back roads the 126 had a four car crash collision and fire right after.,
7248,1,,"America's Got Talent\"" honored a rising star who was killed last month in a car crash",
7249,1,, Former Thunderbolts goalie killed in car crash,
7250,1,,LIVE: Car crash victims were just teenswS,
7251,1,,Dash cam captures shocking crash between car and cyclist @AnnieClaireBO has the details.,
7252,0,,"If one of the \""sophomores that can't drive\"" died in a car crash, your tweets would go from hater shit to \""heaven gained\u2026",
7253,0,,I finally understand how the boy can be the doctor's son even though the father was in the car crash with him.,
7254,1,,"When computers crash, the risk is data loss. When a car crashes, there\u2019s a real risk of personal injury.",
7255,0,,"Angela, I respectfully suggest you pursue this 'car crash' theme &amp; advocate that Brexit must be stopped before",
7256,1,,Woman Killed in 2-Car Crash in Montgomery County ,
7257,1,,"#OTD Jul16,1981 #HarryChapin died in a car crash at the age of 38. Great artists, has one of the best live albums",
7258,1,,AMERICAN HERO SAVES CAR CRASH VICTIM,
7259,1,,"down to 1 lane north-bound @ Emirates Golf club. 4 car crash, traffic building.",
7260,0,,Labour car crash interview,
7261,1,,Well it's Friday morning 8am we have have first car crash in Slough at the corner of ledgers Road and a bath Road,
7262,0,,It's incredible that we are watching the disintegration of the UK as if it's a slow motion car crash ,
7263,0,,boy you better not crash we have songs to record,
7264,1,,"School pays tribute to 'graceful' and 'vibrant' girls, 18, killed in horror car crash",
7265,1,,Video footage shows Venus Williams had green light in fatal car crash:,
7266,0,,"FYI if i die in a car crash, know that it was because i was giving road head, and that i died doing what i love",
7267,1,,Fatal crash on Braidwood Rd at #Yerriyong after a truck and car collided head on this morning,
7268,1,,"Great news about Daisy. The lab wandered away from a car crash that injured her owners, found alive 5 days later!",
7269,1,,#BREAKINGNEWS A person was killed in a fiery crash on the Tri-State Tollway. A semi-truck hit a car at 4:38am ,
7270,0,,"arizona robbins\n- lost her leg\n- lost her brother, her best friend \n- survived a shooting, car crash and plane crash ",
7271,0,,Hard to please! First season of Heroes was good...then a car crash after.,
7272,0,,Not right when ment be in love but then his sings song wid my name in it my car crash aski,
7273,0,,you will literally crash trying to go forward if you're stuck looking in your rear view mirror....that's a car and life,
7274,1,,"Hero skips job interview, takes shirt off his back to save car crash victim",
7275,1,,A Sunday afternoon crash in East Missoula killed one person and sent two others to the hospital,
7276,1,,"Wrong way driver in stolen car caused Hwy 4 crash that hospitalized multiple people, per CHP",
7277,1,,Police are blaming a distracted driver for a four-car crash on the Southwest Side,
7278,1,,"Ex-inmate skips job interview, jumps off bus to rescue car crash victim",
7279,0,,Don't recommend looking at people's nudes while in a drive thru. You'll crash your car like me,
7280,0,,"Naples -Aircraft Accident-\nBrandy Pond \/\nArea 32 Moose Landing Trail, reported float plane crash. Mutual Aid Casco, Br\u2026",
7281,1,,"Man Skips Job Interview, Rushes Off the Bus to Save a Car Crash Victim ",
7282,1,,#Police say there are no serious injuries following a crash btwn a #motorbike &amp; car on Goodwood Rd a short time ago. ,
7283,1,,"This man saved someone in a car crash, putting them before himself yet you refer to him as \""ex-con\""?",
7284,0,,"Fake News Of #RowanAtkinson Dying In Car Crash Goes Viral, Clicking On Link Can Trigger Virus Attack",
7285,1,,Multi-car crash shuts down part of IH-35 ,
7286,0,,Car Crash Compilation EXTREME!!!123,
7287,0,,my car windows are going to be the reason I get into a car crash eventually,
7288,1,,Dash cam captures shocking crash between car and cyclist #TheMorningRush,
7289,1,,Fatal crash has traffic a mess in the area. Please avoid.,
7290,1,,"Humanity in action. It's alive &amp;well -&gt; Man skips job interview, jumps off bus to rescue car crash victim",
7291,1,,"To any1 who wants to quit, my bro did 1st 2nd &amp; 3rd year twice. Also had a car crash that set him back along the wa\u2026",
7292,0,,"CAR CRASH INTERVIEW OF THE WEEK = Rebecca Long-Bailey: ""We Want to Have Our Cake and Eat It",
7293,1,,5000blk Angeles Vista shut at Rimpau as @LACo_FD removes body frm fatal car crash into tree.,
7294,0,,"The title should be, man saves another human-being after car crash",
7295,0,,"A John Andretti car after being used in a crash test, testing energy absorbing walls. From early 2000s #NASCAR",
7296,1,,The driver had stolen the truck. After the crash he stole the car of someone who had stopped to help him.,
7297,1,,Pedestrian breaks femur in Bay Terraces hit-and-run crash,
7298,1,,A popular pool in Montgomery County has been renamed to honor a swim coach who died in a car crash years ago.,
7299,1,,"Man skips job interview, jumps off bus to rescue car crash victim",
7300,0,,crash in this moment,
7301,0,,After the car crash interview by Rebecca Long Bailey! I don't think so!,
7302,0,,Catch A Thief Car Crash Dash Cameras Compilations UK#dashcams #crime #security,
7303,1,,"Are the feral Scums VICTIMS OK ? Boy, 16, critical after crash between moped and police car",
7304,0,,RDX - Bang!!! Car Crash Riddim @RDXmusic #Dancehall,
7305,1,, Middletown man dies in two-car crash,
7306,0,,I'll advertise you for a new car. Your logo was shot into my arm from an airbag in a car crash.,
7307,0,,A podium finish or a bit of a car-crash? Here's my thoughts on #Cars3,
7308,1,,"Man skips job interview, jumps off bus to rescue car crash victim",
7309,1,,"fixed it for you\n\""Hero Aaron Tucker pulls victim out of fiery car crash",
7310,1,,The #A27 at Broadwater #Worthing is closed w\/bound at its jct with Gainsborough Ave after a five car crash at 5.43am tod\u2026,
7311,0,,"And I just saw something about a black man saving someone in a car crash. Instead of saying his name, they called ",
7312,1,,16-year-old fighting for life after crash with police car on stolen moped,
7313,1,,"Fixed it for you: Local citizen skips job interview, takes shirt off his back to save car crash victim",
7314,1,,The #A27 at Broadwater #Worthing is closed w\/bound at its jct with Gainsborough Ave after a five car crash at 5.43am\u2026,
7315,1,,Significant incident declared after #London bus-car crash #London #London,
7316,1,,"Peeps, let's get this viral. This man skips a job interview to help a car crash victim. He needs a job. He lives ",
7317,1,,Missing White Lab Daisy Mae Found In Plano: The survivors of a Plano car crash have found ,
7318,1,,Kind gentleman saves car crash victim. BOOM,
7319,1,,Ledyard farmer who died in car crash was a complicated man of many pursuits.,
7320,1,,"Aaron Tucker skips job interview, takes shirt off his back to save car crash victim",
7321,1,,"Hello Audrey, im am Cj's friend I would like to tell you 2 weeks ago he died in a car crash:(",
7322,0,,"just arrived, what a car crash of a #pizza - toppings everywhere &amp; naff all sauce http\u2026",
7323,1,,"Two dead, two others critical after car and motorcycles crash in Haliburton",
7324,0,,bored with myself as a person maybe i should do some drugs or crash a car or stop eating again,
7325,1,,Worship Leader Who Lost Two Sons in Car Crash Welcomes Twin Boys With Wife,
7326,1,,Troopers investigating deadly single-car crash near Morganton,
7327,0,,Horrifying Car Crash Test Shows What A 120Miles\/Hour Accident Looks Like..,
7328,1,,"Selfless man skips job interview, takes shirt off his back to save car crash victim. There, @cbsnews, fixed it for\u2026",
7329,0,,The light of reality hits me like a car crash.\nI'm thrown through the windshield but I don't hit the ground.\nI just ke\u2026,
7330,0,,"man son car crash take boy to hospital surgeon say ""cant operate on my son"" how? doctor who is a woman",
7331,1,,"Family dog, Daisy Mae found after Plano, Texas car crash",
7332,0,,"Replace \u201cauthorities say\u201d with \u201cman told authorities, who quoted man in crash report, that\u201d",
7333,1,,"Family dog, Daisy Mae found after Plano car crash",
7334,1,,"Man skips job interview, jumps off bus to rescue car crash victim",
7335,1,,#headsup as troopers are working a multi car crash S5 at EXT. 1 lane open. #bepatient and watch for emergency crews,
7336,1,,"Man skips job interview, jumps off bus to rescue car crash victim",
7337,0,,BOY RUN UP INNA MY GUN AND DEAD YES HIM CRASH LIKE A MOTOR VEHICLE ACCIDENT,
7338,1,,"Man skips job interview, jumps off bus to rescue car crash victim #AaronTucker",
7339,0,,"My homie @soar_day got into a crash, if you have any money to spare it would be appreciated",
7340,0,,Almost died in a car crash with my mom and sister saw my life flash before my life im just happy we lived the car is good,
7341,1,,"RT CoriC_KVUE: Update: Chase began as suspected stolen car. Austin_Police tried to pull over, car took off",
7342,1,,The hwy remains closed due to a fatal crash. Avoid Braidwood Rd and use Princes Hwy and Kings H,
7343,1,,"RT TheSun, Three teenagers killed in horror car crash",
7344,1,,Bootle car crash: Skye Olivia Mitchell's family pays tribute,
7345,1,,"Car chase inended in a crash at WB 290 Svrd\/NB Mopac Svrd, one person fled on foot another transported ",
7346,1,,ReadersGazette: Russian baby thrown from car crash eludes death,
